"tipo_unidade";"orgao";"nome";"logradouro";"complemento";"bairro";"responsavel";"telefone";"celular";"turno_manha";"turno_tarde";"turno_noite";"turno_integral";"turno_detalhe";"servicos";"situacao";"coordenada"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"SCFV Castilhos";"R Dr Amarante";"1155";"Centro";"Maristela Branco";"32245148";"53 9138-3898";1;1;0;0;"";"Oferece o Serviço de Convivência e Fortalecimento de Vínculos, em turno inverso ao da escola da criança e do adolescente, desenvolvendo ações sócio-educativas através de oficinas pedagógicas, atividades culturais, artísticas, esportivas, recreativas de lazer, grupos de socialização entre outras atividades que são trabalhadas com as famílias.";"Alugado";"-31.7599105, -52.3425239"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"SCFV Centro";"R Sta Cruz";"2252";"Centro";"Carin Dummer";"32289115";"81132030";1;1;0;0;"";"Oferecem o Serviço de convivência e fortalecimento de Vinculos, em turno inverso ao da escola, para crianças e adolescentes, desenvolvendo ações sócio-educativas de oficinas pedagógicas, oficinas de teatro e dança(em parceria com a academia Daniel Amaro), atividades culturais, artísticas, esportivas, recreativas de lazer, grupos de socialização entre outras atividades que são trabalhadas  com as famílias.";"Alugado";"-31.767403726835983, -52.33694644842683"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"SCFV - São Gonçalo";"R Dona Darcy Vargas; Dom";"212";"Três Vendas";"Heloisa Helena Moreira Rodrigues";"32793154";"81118287";1;1;0;0;"";"Oferece o Serviço de Convivência e Fortalecimento de Vínculos, em turno inverso ao da escola da criança e do adolescente, desenvolvendo ações sócio-educativas de oficinas pedagógicas, atividades culturais, artísticas, esportivas, recreativas de lazer, grupos de socialização, oficinas de artesanato com garrafas peti, tricô, EVA (folhas emborrachadas) e costura, grupo de convivência para idosos e adolescentes, entre outras atividades que são trabalhadas com as famílias, além de atendimento periódico desenvolvido por um Psicólogo, um Assistente Social e um Professor de Educação Artística.";"Próprio";"-31.771580117462513, -52.320851179879014"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"SCFV -Três Vendas";"R  Tres Ncl Res Cohab Pestano";"n°511, EMEF Sta Irene, Pestano";"Três Vendas";"Maria do Carmo Dutra Campelo";"3281-1292";"53 91463251";1;1;0;0;"";"Oferece Serviço de Convivência e Fortalecimento de Vínculos,  em turno inverso ao da escola, desenvolvendo ações sócio-educativas de oficinas pedagógicas e de artesanato, grupos de socialização entre outras atividades trabalhadas com as famílias, atendimento periódico desenvolvido por psicólogo, assistente social e professor de educação artística.";"Cedido União";"-31.70385439081157, -52.321125212189486"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"SCFV -   Z3";"R  Evaristo Da Veiga";"s/n";"Zona Rural";"Jussara Vieira";"32270465";"53 91048396";1;1;0;0;"";"Oferece as criança e adolescentes em turno inverso a escola, atividades sócio-educativa, pedagógicas, artísticas, recreativas de lazer. A comunidade conta também com grupos de orientação aos familiares, numa perspectiva de Escola de Pais, coordenada pela Psicóloga e Orientadora Educacional. ";"Outros";"-31.698208260413182, -52.15535415263497"
"Saúde e Assistência Social";"S. M. de Saúde                                    ";"Case -  Centro de Atendimento Sócio-educativo de Pelotas ";"R Gen Osório";"456";"Centro";"Nóris Marques";"32722999";"";1;1;0;0;"";"Atendimento individual, grupos de psicoterapia, grupos de orientação para familiares, avaliações psicopedagógicas e psicológicas, orientação junto as escolas e os professores/orientadores a respeito do manejo com os alunos. Avaliações neurológicas e acompanhamento das crianças em tratamento. Atendimento e avaliação psiquiátrica.";"Alugado";"-31.772335910595785, -52.345004081726074"
"Saúde e Assistência Social";"S. M. de Saúde                                    ";"UPA AREAL 24h";"AV  Ferreira Viana";"2231";"Areal";"Leticia Trapaga";"3226 3622";"";0;0;0;1;"";"Urgência e emergência.";"Próprio";"-31.7574661, -52.309746099999984"
"Secretarias, Empresas e Autarquias";"COINPEL                                           ";"COINPEL CENTRO";"R  Félix Da Cunha";"610";"Centro";"Eduardo Alves Carpena";"3228-0100";"";1;1;0;0;"";"A COINPEL é a Empresa de Informática Municipal que tem como  objetivo prestar serviços na área da Tecnologia da Informação e Telecomunicações  à   Administração Pública direta e indireta, atuando na gestão dos processos e recursos destas tecnologias, compreendendo desenvolvimento de sistemas, aplicativos e equipamentos.
";"Próprio";"-31.769298,-52.339718"
"Secretarias, Empresas e Autarquias";"COINPEL                                           ";"COINPEL PARQUE TECNOLOGICO";"AV  Domingos José De Almeida";"1785";"Areal";"Eduardo Alves Carpena";"32719038";"";1;1;0;0;"";"A COINPEL é a Empresa de Informática Municipal que tem como  objetivo prestar serviços na área da Tecnologia da Informação e Telecomunicações  à   Administração Pública direta e indireta, atuando na gestão dos processos e recursos destas tecnologias, compreendendo desenvolvimento de sistemas, aplicativos e equipamentos.
";"Outros";""
"Secretarias, Empresas e Autarquias";"Cons. Superior Soc. Des. e Inovação (Conssedi)    ";"Cons. Superior Soc. de Des. e Inovação (Conssedi)";"";"";"";"Alexandre Garcia";"";"";0;1;0;0;"";"";"Outros";""
"Secretarias, Empresas e Autarquias";"ETERPEL                                           ";"Eco Camping Municipal de Pelotas";"R Prof Rubens M. Souto - Av";"3092, Estrada da Z3";"Zona Rural";"Raclem Betemps Mackdanz";"32269989";"";0;0;0;1;"";"Locação de 600 barracas tipo iglu, 20 cabanas, 1 bar para locação, dispõe de quadra de esporte, área de lazer, 90 churrasqueiras, trilha ecológica.";"Próprio";"-31.71182909911731, -52.17360122056334"
"Secretarias, Empresas e Autarquias";"ETERPEL                                           ";"ETERPEL - Emp.Mun.do Term.Rod. de Pelotas";"AV Pres João Goulart";"4605";"Fragata";"Jorge Vasques ";"3284-6700";"";0;0;0;1;"";"Venda de passagens intermunicipais, interestaduais e internacionais; 
Despacho de encomendas para todo o estado do Rio Grande do Sul; 
Guarda volumes; 
Guichê de informações turísticas; 
Guichê correspondente bancário (pagamento de contas com código de barras em horário diferenciado); 
Estacionamento privativo, aluguéis de lojas.";"Próprio";"-31.755814751849574, -52.3592591217041"
"Secretarias, Empresas e Autarquias";"ETERPEL                                           ";"ETERPEL Posto Avançado I";"R Dr Baltazar Brum";"s/n";"Fragata";"Roberto Caldeira Leite";"32273947";"";1;1;0;0;"";"Vendas de passagens intermunicipais.";"Próprio";"-31.767306051412056, -52.35043539428443"
"Secretarias, Empresas e Autarquias";"ETERPEL                                           ";"ETERPEL-Posto Avançado II";"R Br Sta Barão De Santa Tecla";"772";"Centro";"Roberto Caldeira Leite";"32225179";"";1;1;0;0;"";"Vendas de passagens intermunicipais.";"Alugado";"-31.7591462477666, -52.34207299384843"
"Secretarias, Empresas e Autarquias";"Gabinete da Vice-Prefeita                         ";"Gabinete do Vice-Prefeito";"Pç Cel Pedro Osório";"101";"Centro";"Idemar Barz";"33096022/6021";"";1;1;0;0;"";"Sendo o segundo na hierarquia do Poder Executivo, é papel do Vice-Prefeito auxiliar a Prefeita na tarefa de planejar, comandar, coordenar e controlar a Administração Pública Municipal. Além das funções administrativas, e precisamente atender às demandas da Prefeita, cabe ao Vice-Prefeito atuar em favor dos interesses da população diante outras instâncias do Poder Executivo, Legislativo e Judiciário, além das organizações da sociedade. Atendimento às Entidades, Associações, Clubes de Serviços e público em geral através de audiências individuais ou audiências públicas coletivas.";"Próprio";"-31.770217,-52.342109 "
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Assessoria de Comunicação Social";"Pç Cel Pedro Osório";"101";"Centro";"Inês Portugal";"33096019";"";1;1;0;0;"";"Divulgação, Publicidade, Relações Públicas, Fotografias, Serviço de Rádio e Televisão voltados à atuação governamental.";"Próprio";"-31.77014108568364, -52.342442639638136"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Assessoria Especial";"Pç Cel Pedro Osório";"101";"Centro";"Sadi Sapper";"";"";1;1;0;0;"";"Assessorar o prefeito na definição e difusão das politicas administrativas e de governo; representar o prefeito nas reuniões das comissões temáticas; apresentar soluções e alternativas. ";"Próprio";"-31.7694029, -52.34025279999997"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Assessoria Especial";"Pç Cel Pedro Osório";"101";"Centro";"Fabio Machado";"";"";1;1;0;0;"";"Assessorar o prefeito na definição e difusão das politicas administrativas e de governo; representar o prefeito nas reuniões das comissões temáticas; apresentar soluções e alternativas. ";"Próprio";"-31.7694029, -52.34025279999997"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Casa dos Conselhos";"R  Três De Maio";"1060";"Centro";"Ercília Gomes";"32275613";"99833244";1;1;0;0;"";"Nos diversos segmentos, a administração da Casa dos Conselhos presta atendimento administrativo e assessoria aos Conselhos Municipais e Tutelares, atuando sobre legislação, reuniões, representações.
Os conselheiros municipais fiscalizam e deliberam sobre as políticas públicas.";"Alugado";"-31.773644386634057, -52.3455455826645"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Coordenadoria de Transparência e Controle Interno";"Pç Cel Pedro Osório";"101";"Centro";"Carlos Mario Santos";"3309-6035";"";0;1;0;0;"";"- A Unidade de Transparência visa à publicidade de toda e qualquer informação referente ao poder público, com informações completas, oferecidas em linguagem clara e acessível, de forma amigável, disponível para todos os usuários.

- Compete à UCCI no exercício de suas atribuições a execução de procedimentos de controle e fiscalização por meio de auditorias e normalização de procedimentos administrativos, com a finalidade de verificar a regularidade e legalidade da programação orçamentária e financeira da Administração Direta e Indireta do Município e da aplicação de recursos públicos por entidades de direito privado.

";"Próprio";"-31.77010729753561, -52.34229505062103"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Fala Pelotas";"Pç Cel Pedro Osório";"101";"Centro";"Patricia Bitencurt Soares";"33096025";"99821348";1;0;0;0;"";"Encaminhamento das demandas da comunidade.";"Próprio";"-31.7701236294515, -52.34223037232209"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Gabinete da Prefeita";"Pç Cel Pedro Osório";"101";"Centro";"Kelli Schaefer";"33096023";"";1;1;0;0;"";"Atendimento às demandas do Prefeito, encaminhamento  aos Secretários.
Atendimento às entidades, associações, clubes de serviços e público em geral.
";"Próprio";"-31.770217,-52.342109 "
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Junta de Serviço Militar";"R Dr Cassiano";"500";"Centro";"Adão Conceição";"3225-7400";"81338898";1;1;0;0;"";"A Lei do Serviço Militar distribui ao município a responsabilidade pelo Alistamento Militar, Inspeção de Saúde, Designação, Incorporação, Excesso de Contingente, e todas as atividades conseqüentes. Considerando que são múltiplas as atividades exigidas do Secretário do Serviço Militar, tendo sob sua responsabilidade uma composta de 5 (cinco) funcionários.";"Alugado";"-31.7640661, -52.344551300000035"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Prefeitura Municipal";"Pç Cel Pedro Osório";"101";"Centro";"Paula Mascarenhas";"3309-6000";"";1;1;0;0;"";"Atendimento às entidades, associações, clubes de serviços e público em geral.
";"Próprio";"-31.770098176227386, -52.34233260154724"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"PROCON";"AV  Ferreira Viana";"1135";"Areal";"Délsio Andersen";"32844477";"84036469";0;1;0;0;"";"Registro e encaminhamento de reclamações;
Fiscalização;
Palestras sobre o Código de Defesa do Consumidor;
Pesquisa de cesta básica (mensal); Encaminhamentos de processos à Promotoria Pública.";"Alugado";"-31.760492939658285, -52.32380658388138"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Procuradoria Geral do Município";"AV  Ferreira Viana";"1135";"Areal";"Nadison Hax";"32281622";"92535701";1;1;0;0;"";"Coordenar e orientar as atividades da Procudoria perante orgãos da administração direta e indireta, do poder Judiciário e do Legislativo;
Distribuir processos por áreas de atuação;
Analisar minutas de contratos e convênios.";"Alugado";"-31.76047013401664, -52.32381194829941"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Secretaria de Segurança Pública";"AV Pres João Goulart";"4608";"Fragata";"Aldo Bruno Ferreira";"(53) 3221-464";"";1;0;0;0;"";"Articular ações entre órgãos de segurança e criar politicas públicas visando a inclusão social.";"Próprio";"-31.7557583679431, -52.35935926437378"
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Secretaria Municipal de Planejamento e Gestão";"Pç Cel Pedro Osório";"101";"Centro";"Paulo Morales";"3309-6031";"";1;1;0;0;"";"Implementar ações que sejam mobilizadoras das forças de atuação da Administração Pública municipal, no âmbito direto e indireto, para que os projetos e programas sejam viáveis, sob o ponto de vista do aporte de recursos próprios (Incremento de Receitas e Redução de Despesas), bem como proceder a acompanhamento da execução dos projetos, via sistemas informatizados, que norteie decisões e reprogramações de ações.";"Próprio";""
"Secretarias, Empresas e Autarquias";"Gabinete do Prefeito                              ";"Unidade Gestora de Projetos";"AV  Ferreira Viana";"1135";"Areal";"Jair Seidel";"32271513";"91228660";1;1;0;0;"";"Elaboração e acompanhamento de projetos, prestação de contas de contratos e convênios. ";"Alugado";"-31.760483817402296, -52.32380121946335"
"Secretarias, Empresas e Autarquias";"PREVPEL                                           ";"Prevpel";"R  Anchieta";"2035";"Centro";"Wilson Tissot";"3222-3855";"8111-3251";0;1;0;0;"";"Assistência Médica e Previdênciária.";"Próprio";"-31.767697330198022, -52.339781515491495"
"Secretarias, Empresas e Autarquias";"SANEP                                             ";"Unidade SANEP - Almirante Tamandaré";"R Alm Tamandaré";"140";"Centro";"Eugênio Magalhães";"3026.1092";"";1;1;0;0;"";"Localizam-se aqui o Departamento de Água (DEPA), Departamento de Esgotos (DEPE), Departamento de Obras (DEOB), Divisão de Conservação e Melhorias (DME), Serviço Especializado em Medicina e Segurança do Trabalho (SESMT).";"Próprio";"-31.779659463527913, -52.336267821681986"
"Secretarias, Empresas e Autarquias";"SANEP                                             ";"Unidade SANEP - Benjamim Constant";"R  Benjamin Constant";"1585";"Centro";"Jonas Silveira";"3026.1091";"";1;1;0;0;"";"Localizam-se a Divisão de Hidrômetro, de Eletromecânica, o Departamento de Manutenção (DEMA) e o setor de Arquivo.";"Próprio";"-31.779356210865043, -52.34185486306001"
"Secretarias, Empresas e Autarquias";"SANEP                                             ";"Unidade SANEP - Bento Gonçalves";"AV  Bento Gonçalves";"4590";"Centro";"Jonas Silveira";"3025.3860";"";1;1;0;0;"";"Localiza-se a Coordenadoria de Esgotos Pluviais";"Próprio";"-31.75739853240745, -52.35023944844056"
"Secretarias, Empresas e Autarquias";"SANEP                                             ";"Unidade SANEP - Duque de Caxias";"AV Dq Duque De Caxias";"71";"Fragata";"Fábio Suanes";"3025.3832";"";1;1;0;0;"";"Localizam-se a garagem, a Divisão de Veículos e Oficinas, de Cadastro e Medição, de Fiscalização, o Departamento de Projetos e o Departamento de Processamento de Lixo e o Núcleo de Educação Ambiental em Saneamento (NEAS).";"Alugado";"-31.763640433962195, -52.357138090026865"
"Secretarias, Empresas e Autarquias";"SANEP                                             ";"Unidade SANEP - Sede Félix da Cunha";"R  Félix Da Cunha";"649/653";"Centro";"Alexandre Garcia";"30261144";"";1;1;0;0;"";"Localizam-se aqui Atendimento ao público, Serviço Social, Direção, Consultoria Jurídica, Assessoria de Planejamento, Superintendência Administrativa, Superintendência Operacional, Superintendência Industrial, Departamento Administrativo, Departamento de Materiais, Departamento de Recursos humanos, Departamento Financeiro.";"Próprio";"-31.768401196312862, -52.33943950429915"
"Secretarias, Empresas e Autarquias";"Secretaria de Habitação e Regularização Fundiária ";"Secretaria de Habitação e Regularização Fundiária";"R Gen Osório";"457";"Centro";"Ubirajara Garcia Leal";"(53) 32250182";"";0;1;0;0;"";"";"Outros";""
"Secretarias, Empresas e Autarquias";"Secretaria de Serviços Urbanos e Infraestrutura   ";"Secretaria de Serviços Urbanos e Infraestrutura";"AV Sen Salgado Filho; Sen";"808";"Três Vendas";"Jeferson Dutra";"(53) 32713617";"";1;1;0;0;"";"Executa serviço de manutenção e limpeza dos espaços públicos e das vias não pavimentadas do município e cuida da iluminação pública.";"Alugado";"-31.7810876, -52.32845629999997"
"Secretarias, Empresas e Autarquias";"S. M. da Gestão Administrativa e Finanças         ";"DVO - Departamento de Veículos e Oficina";"R  Porto Alegre; Cd";"326";"Centro";" João Carlos Ferreira";"3222-8922";"9169-0198";0;1;0;0;"das 12:30 às 18:30.";"Diagnóstico e conserto em veículos leves e máquinas pesadas da administração municipal.";"Próprio";"-31.77996420898551, -52.341839142609786"
"Secretarias, Empresas e Autarquias";"S. M. da Gestão Administrativa e Finanças         ";"Secretaria de Gestão Administrativa e Financeira - Anexo";"R Gen Osório";"938";"Centro";"José Francisco das Graças Cruz";"3921-6063";"";0;1;0;0;"das 12:30 às 18:30.";"Presta serviços na área contábil, financeira, orçamento, empenhos e Medicina do Trabalho.";"Alugado";"-31.7760406, -52.34669050000002"
"Secretarias, Empresas e Autarquias";"S. M. da Gestão Administrativa e Finanças         ";"Secretaria Municipal de Gestão Administrativa e Financeira";"R Gen Osório";"918";"Centro";"Otoni Sergio Flores Xavier ";"3921-6057";"";0;1;0;0;"das 12:30 às 18:30.";"A Secretaria Municipal de Administração tem como principal objetivo administar os recursos humanos, materiais, patrimoniais da Prefeitura Municipal.
Exercendo a Gestão do patrimônio mobiliário e imobiliário dos órgãos públicos municipais da administração direta, sendo responsável, também,  pelos serviços de medicina, higiene e segurança do trabalho.
Cabe ainda a Secretaria de Administração o controle e manutenção dos veículos da Prefeitura, sendo responsável pela operacionalidade e logística da frota para atendimento das diversas áreas de atuação da Prefeitura Municipal. (3921-6051)";"Alugado";"-31.76326187245834, -52.34137206543733"
"Secretarias, Empresas e Autarquias";"S. M. de Cultura                                  ";"Memorial dos Prefeitos";"Pç Cel Pedro Osório";"101";"Centro";"Mogar Pagana Xavier";"39216000";"91127209";1;0;0;0;"";"Um espaço museológico, dedicado a memória dos governantes municipais. Reservado para salvaguardar uma pequena parcela dos registros qua fazem parte da historia e da memória do municipio de Pelotas , o Memorial possui objetos e elementos pertencentes a cada prefeito, registrando sua passagem pelo governo Municipal.";"Próprio";"-31.77004153765962, -52.342407398117075"
"Secretarias, Empresas e Autarquias";"S. M. de Cultura                                  ";"Memorial do Teatro Sete de Abril";"R  Quinze De Novembro";"560A";"Centro";"Beatriz Araújo";"32255777 R27";"91728408";1;0;0;0;"";"Serviços externos: exposições de curta duração e exposição de longa duração;atendimento á pesquisa tendo como clientela pesquisadores, historiadores,professores,estudantes e profissionais ligados as artes.
Serviços internos:Reunião,organização e conservação de documentos que contam a história do Theatro Sete de Abril, documentos promocionais dos espetáculos apresentados no Theatro ( cartazes,fôlderes,livretos de peças,fotografias),como também documentos administrativos.
Todo este material está sendo processado tecnicamente para que o acesso, por parte dos consulentes, seja efetuado de forma eficiente.
";"Próprio";"-31.76887022474595, -52.34149631254064"
"Secretarias, Empresas e Autarquias";"S. M. de Cultura                                  ";"Museu M. Parque da Baronesa";"AV  Domingos José De Almeida";"1490";"Areal";"Annelise Costa  Montone";"32284606";"84171112";1;1;0;0;"manhã expediente interno, tarde de terça a domingo";"Atendimento,recepção e monitoria de visitantes á exposição de longa e curta duração;no salão Dona Sinhá  tem sido proposta atividades como audição de música, palestras, pequenas oficinas e ações educativas(encontros com professores e alunos);o trabalho com o acervo ( conservação, registro e pesquisa),tanto exposto como da reserva técnica ,vem sendo desenvolvido e aprimorado diariamente, de acordo com técnicas museologicas e parcerias com o curso de Museologia/UFPEL;recepçao de doações,se estiverem inseridas no contexto trabalhado pelo museu; a instituição também é fonte de pesquisa para alunos do ensino fundamental, médio, graduação e pós -Graduação.";"Próprio";"-31.75554776991025, -52.31974390436858"
"Secretarias, Empresas e Autarquias";"S. M. de Cultura                                  ";"Sala de Exposições Frederico Trebbi";"Pç Cel Pedro Osório";"101";"Centro";"Samuel Cunha do Sacramento";"39216000";"";1;0;0;0;"";"Espaço destinado as exposições de artes visuais. A ocupação da sala se da através de editais de seleção, realizados pela secretaria, juntamente com entidades e artistas representativos das artes visuais na cidade, permitindo que este seja um espaço gerido, não só pelo órgão público- presentificado através da SECULT- mas também pela comunidade artística.";"Próprio";"-31.770189877770378, -52.34223260283278"
"Secretarias, Empresas e Autarquias";"S. M. de Cultura                                  ";"Secretaria Municipal de Cultura";"Pç Cel Pedro Osório";"02";"Centro";"Giorgio Ronna";"32258355";"9139-8643";0;1;0;0;"";"Estabelecer, coordenar, planejar e executar a política cultural do município; fomentar e promover o desenvolvimento cultural;descentralizar, difundir,e promover a cultura da cidade.Promover, estimiular e apoiar a criação e todas as formas de livre expressão e manifestação dos aspectos culturais locais; proteger as manifestações das culturas populares indígenas e afro-brasileiras,bem como de outros grupos componentes de nossa nacionalidade;promover e proteger o patrimônio histórico e cultural populares e a memória . Por fim, como atividade regular, deve: criar, manter e administrar os equipamentos e espaços culturais municipais";"Próprio";"-31.770871573533398, -52.34011679161836"
"Secretarias, Empresas e Autarquias";"S. M. de Cultura                                  ";"Theatro Sete de Abril";"Pç Cel Pedro Osório";"160";"Centro";"Annie Rodriguez Fernandes";"32255777";"91163559";1;1;0;0;"";"Locação do Theatro para espetáculos de teatro, dança e música com ingressos pagos
Locação do Theatro para espetáculo de teatro,dança e música, fechado ou dirigidos, sem venda de ingressos. Locação do foyer para espetáculo de teatro música e litreratura,
Implementaçãso de projetos da SECULT: Projeto Sete ao entardecer (Palco) ampliado a todos os gneros artísticos locais ( teatro, música, e dança)
Projeto Cena Literária(Foyer) voltado para o teatro e literatura
Fomento ás artes cênicas ( teatro e dança)
Semana de Pelotas: Projeto Dança em verso , Corais , músicas
Projeto encontro de teatro de Pelotas voltada para congregar e alavancar a produção teatral local 
Implementação de projetos em parceria com secretarias do munícipio ( SME, Cidadania Turismo, Igualdade Social) e com associações e instituições privadas ligadas a arte e cultura.";"Próprio";"-31.76901522678049, -52.34106091709464"
"Secretarias, Empresas e Autarquias";"S. M. de Des. Econômico e Turismo                 ";"Banco de Serviços - Microcrédito";"Pç  Sete De Julho";"179 - Mercado Central - B. 75";"Centro";"Darci de Ávila Ferreira  ";"3225-8256";"";1;1;0;0;"10:00 ás 16:00hs";"Concessão de microcrédito, realizado em parceria com as instituições financeiras - Banrisul, Banco do Brasil e Caixa Econômica Federal - com as menores taxas de juros do mercado (0,41% ao mês), para que os pequenos empreendedores possam obter crédito, aumentando as oportunidades de geração de emprego e renda. ";"Outros";"-31.770819833495285, -52.343158722578664"
"Secretarias, Empresas e Autarquias";"S. M. de Des. Econômico e Turismo                 ";"Centro de Atenção ao Turista - Mercado Central";"Pç  Sete De Julho";"179, Mercado Central - B. 83";"Areal";"Mariana Lopes Veiga";"";"";1;1;0;0;"";"Prestar informações turísticas, sobre eventos e serviços do município, com distribuição de material informativo. ";"Próprio";"-31.756461,-52.319894"
"Secretarias, Empresas e Autarquias";"S. M. de Des. Econômico e Turismo                 ";"Centro de Atenção ao Turista - Rodoviária";"AV Pres João Goulart";"4605";"Centro";"Mariana Lopes Veiga ";"";"";1;1;0;0;"";"Prestar informações turísticas, sobre eventos e serviços do município, com distribuição de material informativo. ";"Próprio";"-31.755667,-52.359393"
"Secretarias, Empresas e Autarquias";"S. M. de Des. Econômico e Turismo                 ";"Escritório Regional da Junta Comercial";"R  Lobo Da Costa";"520";"Centro";"Paulo César Waltzer Camargo";"3225-6700";"";1;1;0;0;"12:30 às 18:00";"Recebe e envia os processos, autentica os livros Mercantis, realiza Expedição de Certidão e faz análise de Requerimento de Empresário, de Ltda. e IRELI. ";"Alugado";"-31.769196238969943, -52.33978986772854"
"Secretarias, Empresas e Autarquias";"S. M. de Des. Econômico e Turismo                 ";"Secretaria Mun. de Des. Econômico e Turismo";"AV  Domingos José De Almeida";"1785";"Areal";"Fernando Estima";"32257755";"91017645";1;1;0;0;"8h às 17h";"A Secretaria de Desenvolvimento Econômico e Turismo é responsável em promover ações para o desenvolvimento econômico, científico, tecnológico, social e turístico do município de Pelotas e pelo apoio institucional a empresários e interessados em investir em Pelotas.";"Alugado";"-31.769373,-52.339831"
"Secretarias, Empresas e Autarquias";"S. M. de Desenvolvimento Rural                    ";"Secretaria Municipal de Desenvolvimento Rural";"AV  Bento Gonçalves";"4824";"Centro";"Jair Seidel";"32253155";"91028704";0;1;0;0;"";"Realizar cadastros de imóveis rurais e fornecer certidões de CCIR, através do posto do INCRA situado no prédio da Secretaria, elaborar projetos e fornecer assistência técnica às atividades agropecuárias, fiscalizar os serviços higiênico-sanitários nos abatedouros e fábricas de embutidos, realizar o registro de marcas de animais, construir e conservar as estradas, pontes e pontilhões, bem como executar projetos, expandir e fazer manutenções na área de eletrificação rural, executar obras e ações em geral para a infra-estrutura rural";"Próprio";"-31.756810125383613, -52.35135524739076"
"Secretarias, Empresas e Autarquias";"S. M. de Desenvolvimento Rural                    ";"Subprefeitura Cascata - 5º Distrito";"DIS  Cascata - Col";"";"Zona Rural";"Rudis Wrege  Rickes";"3277-5280";"8437-2858";1;1;0;0;"";"Acompanhamento na manutenção das estradas, pontes e bueiros para dar condições de trafegabilidade, prestação de assistência aos moradores carentes ou não sempre que solicitado e atender as comunidades em prol do bem estar dos moradores em parceria com outras administrações distritais, limpeza nas escolas, nos postos de saúde e na sede administrativa, organizar o cronograma de trabalho e transportar ao local de trabalho os funcionários com caminhão próprio. Ajudar na distribuição de sementes de milho, mudas de acácia e eucaliptos. Coordenar o serviço de correio, realizar limpezas nas  valetas, capina, remoção de entulho, carregamento de aterro e roçado, colocação de tubos.";"Próprio";"-31.626842,-52.508298"
"Secretarias, Empresas e Autarquias";"S. M. de Desenvolvimento Rural                    ";"Subprefeitura Colônia Triunfo - 4° Distrito";"R  Triunfo - Col";"";"Zona Rural";"Silmar Timm Bonow";"3277-9138 rec";"8422-3585";1;1;0;0;"";"Acompanhamento na manutenção das estradas, pontes e bueiros para dar condições de trafegabilidade, prestação de assistência aos moradores carentes ou não sempre que solicitado e atender as comunidades em prol do bem estar dos moradores em parceria com outras administrações distritais, limpeza nas escolas, nos postos de saúde e na sede administrativa, organizar o cronograma de trabalho e transportar ao local de trabalho os funcionários com caminhão próprio. Ajudar na distribuição de sementes de milho, mudas de acácia e eucaliptos. Coordenar o serviço de correio, realizar limpezas nas  valetas, capina, remoção de entulho, carregamento de aterro e roçado, colocação de tubos.";"Outros";"-31.36901,-52.506007"
"Secretarias, Empresas e Autarquias";"S. M. de Desenvolvimento Rural                    ";"Subprefeitura de Cerrito Alegre - 3º Distrito";"DIS  Cerrito Alegre - Estr";"";"Zona Rural";"Loiva Pinz Medronha";"32777066";"8136-3783";1;1;0;0;"";"Acompanhamento na manutenção das estradas, pontes e bueiros para dar condições de trafegabilidade, prestação de assistência aos moradores carentes ou não sempre que solicitado e atender as comunidades em prol do bem estar dos moradores em parceria com outras administrações distritais, limpeza nas escolas, nos postos de saúde e na sede administrativa, organizar o cronograma de trabalho e transportar ao local de trabalho os funcionários com caminhão próprio. Ajudar na distribuição de sementes de milho, mudas de acácia e eucaliptos. Coordenar o serviço de correio, realizar limpezas nas  valetas, capina, remoção de entulho, carregamento de aterro e roçado, colocação de tubos.";"Próprio";"-31.55627381563604, -52.358066507149886"
